High level of conservation of mitochondrial RNA editing sites among four Populus species : NCBI SRA, accession PRJNA514029, 14 SRA experiments, RNA-Seq data, 212 Gb;
Populus alba mitochondrion, complete genome : NCBI, accession MK034705 (version MK034705.1), DNA sequence, 838420 bp;
Three-year zooplankton monitoring in ditches of the apple orchard region ‘Altes Land’;10.5073/20181213-163305
NFI 2012 water budgets and drought stress indicators database;10.3220/DATA/20181108-095429
Neonicotinoid concentrations in guttation drops of seed treated maize (Zea mays) – field test 2010-2011;10.5073/20180907-142020
Trap captures data from the 7-year Drosophila suzukii monitoring program in southwest Germany;10.5073/20180809-110252
BWI 2012 Umweltdatenbank  Klima;10.3220/DATA/20180823-102429
Microsatellite marker data of Apium graveolens L. ssp. graveolens;10.5073/20180820-154547
Microsatellite marker data of Patellifolia patellaris, P. procumbens and P. webbiana;10.5073/20180816-152451
Data on lead content in different subsamples of roe deer and wild boar;10.17590/20180628-093013-0
"Dataset from Merz B, Frommherz L, Rist MJ, Kulling SE, Bub A, Watzl B. ""Dietary Pattern and Plasma BCAA-Variations in Healthy Men and Women – Results from the KarMeN Study""";10.25826/20180329-093323
Three-year pesticide monitoring in ditches of the apple orchard region 'Altes Land';10.5073/20180213-144359
GHG-DB-Thuenen – Multi-variable experimental data set of agronomic data and gaseous soil emissions of energy crop cultivation at eight sites in Germany;10.3220/DATA20180201-080050
Defining objective clusters for rabies virus sequences using affinity propagation clustering;10.5281/zenodo.7115116
High-resolution wind power generation time series for Germany in the period 2000-2015;10.5281/zenodo.1156955
Dataset supplementing H. Kohler, B. Ojha, N. Illyaskutty, I. Hartmann, C. Thiel, K. Eisinger, M. Dambacher: In situ high-temperature gas sensors: continuous monitoring of the combustion quality of different wood combustion systems and optimization of combustion process, Journal of Sensors and Sensor Systems (JSSS), 2018;10.5281/zenodo.1189997
Emission measurement data of a wood log stove with an integrated two-stage catalytic converter module;10.17632/2xcp6rytgw.1
Self-incompatibility (S) genotypes of cultivated sweet cherries – An overview 2017;10.5073/20171213-111734
Anwendungsabschätzung von Pflanzenschutzmittelwirkstoffen basierend auf dem jährlichen Inlandabsatz als Basis für eine Risikotrendrechnung mit SYNOPS;10.5073/20171120-124946
Dataset from Probst C, Globig A, Knoll B, Conraths FJ, Depner K. 2017  Behaviour of free ranging wild boar towards their dead fellows: potential implications for the transmission of African swine fever. R. Soc. open sci. 4:170054. http://dx.doi.org/10.1098/rsos.170054;
Phenotypic analysis of AvrRpt2EA transgenic apple lines;10.5073/opeanagrar.2017.000002
Dataset from Kjaer, Joergen B.: Divergent selection on home pen locomotor activity in a chicken model: selection program, genetic parameters and direct response on activity and body weight;
Correlations between morphological and biochemical characteristics of five common medicinal and aromatic plants;10.5073/openagrar.2017.000001
Dataset from Martin, A, Gremse, C, Selhorst, T, Bandick, N, Müller-Graf, C, Greiner, M, Lahrssen-Wiederholt, M. 2017 Hunting of roe deer and wild boar in Germany: Is non-lead ammunition suitable for hunting? Plos One;10.17590/20170616-134255
Ichthyoplankton hauls made during Alkor cruise AL488;10.1594/PANGAEA.874745
Procedure for indexing NTS with ICD-10 codes, published in German;10.17590/20171025-154025
Dataset von Lackner, J, Schlichting, D, Müller-Graf, C, Greiner, M 2017 Systematischer Review zur Krankheitslast durch Campylobacter spp. Das Gesundheitswesen;
Data Set of Potassium and Other Aerosol Forming Elements in High Quality Wood Pellets;10.17632/nc44ncpb7x.1
Allocated ICD-10 codes to each NTS submitted to AnimalTestInfo in 2014 and 2015;10.17590/20171025-153520
"Sample Submission Form for the research project ""Food safety of game meat obtained through hunting""";10.17590/20170706-163344
Natura 2000 Intenational Doggerbank survey 2016;10.1594/PANGAEA.872101
Riesling grapevine canopy images for 3D reconstruction;10.5073/jki-data.2016.2
Abdriftuntersuchungen zu hohen Fahrgeschwindigkeiten;10.5073/jki-data.2016.1
FLUXNET2015 DE-Geb Gebesee;10.18140/flx/1440146
AHOI v18.11;10.6084/m9.figshare.3458837.v3
AHOI v18.11;10.6084/m9.figshare.3458837.v2
AHOI v18.11;10.6084/m9.figshare.3458837.v1
BIVcolor benchmark;10.5073/jki-data.2015.1
[Datensatz] Aktualisierte Kulisse organischer Böden in Deutschland;10.3220/DATA20230510130443-0
