Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
Willingness to pay for harvest regulations and catch outcomes in recreational fisheries: A stated preference study of German cod anglers;10.1016/j.fishres.2022.106536;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;75.0;20.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;35.42
Caught in the middle: bottom-up and top-down processes impacting recruitment in a small pelagic fish;10.1007/s11160-022-09739-2;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;100.0;50.0;66.67;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;100.0;50.0;50.0;66.67
Forest values and application of different management activities among small-scale forest owners in five EU countries;10.1016/j.forpol.2022.102881;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;75.0;20.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;35.42
Forest subsidy distribution in five European countries;10.1016/j.forpol.2022.102882;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;75.0;20.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;35.42
The spectral color of natural and anthropogenic time series and its impact on the statistical significance of cross correlation;10.1016/j.scitotenv.2022.160219;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;50.0;10.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;27.08
The cost of stabilising the German lapwing population: A bioeconomic study on lapwing population development and distribution using a cellular automaton;10.1016/j.jnc.2022.126314;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;50.0;10.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;27.08
Who buys regional fresh milk brands? An analysis of German household data;10.1002/agr.21776;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;0.0;28.57;50.0;10.0;0.0;75.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;20.83
Sustainability assessment of food-waste-reduction measures by converting surplus food into processed food products for human consumption;10.3390/su15010635;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;100;0;0;45;;33.33;71.43;75.0;30.0;33.33;100.0;100.0;0.0;50.0;50.0;100.0;100.0;25.0;0.0;50.0;50.0;50.0
Wirtschaftlichkeit der Milchproduktion in Ghana und Senegal;10.3220/PB1672738429000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Die Wertschöpfungsketten für Milch in Ghana und Senegal: Organisation, Struktur und Herausforderungen;10.3220/PB1672739181000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Monitoring der Bioökonomie in Uruguay: biobasierte Sektoren und ihre Nachhaltigkeitseffekte;10.3220/PB1672740577000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Monitoring the bioeconomy of Uruguay: bio-based sectors and related sustainability effects;10.3220/PB1672741297000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Lebensmittelverluste bei Obst und Gemüse durch Qualitätsanforderungen des Einzelhandels;10.3220/PB1672750685000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Food loss in European fruit and vegetable supply chains: The impact of retailers’ product standards;10.3220/PB1672750924000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Wirtschaftlichkeit der Masthähnchenproduktion in Ghana und Senegal;10.3220/PB1672752864000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Das Importverbot für Geflügelfleisch im Senegal: Auswirkungen auf Präferenzen und Konsum;10.3220/PB1672819717000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
The poultry import ban in Senegal: impact on consumer preferences and consumption;10.3220/PB1672820263000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Verbraucherpräferenzen für Milchprodukte in Ghana und im Senegal;10.3220/PB1672820561000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Consumers' preferences and consumption of dairy products in Ghana and Senegal;10.3220/PB1672821189000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Broiler production in Ghana and Senegal: farm performance and economics;10.3220/PB1672822435000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
COFISHMAP - Bewertung der Qualität von küstennahen Fisch-Habitaten in Marokko;10.3220/PB1672823831000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
COFISHMAP - Assessment of Moroccan coastal fish habitat and water quality;10.3220/PB1672824208000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Masthähnchen-Wertschöpfungsketten in Ghana und Senegal: Organisation, Herausforderungen und mögliche politische Interventionen;10.3220/PB1672825001000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Broiler value chains in Ghana and Senegal: organization, challenges and potential policy interventions;10.3220/PB1672825380000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Cost of production and profitability of dairy farms in Ghana and Senegal;10.3220/PB1672827140000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Assessing the economic impacts of forest certification in Spain: a longitudinal study;10.1016/j.ecolecon.2022.107630;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;0.0;28.57;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.33
Temporal trends of mercury levels in fish (dab, Limanda limanda) and sediment from the German Bight (North Sea) in the period 1995-2020;10.1007/s10661-022-10655-y;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;50.0;50.0;66.67;100.0;100.0;0.0;50.0;50.0;0.0;100.0;25.0;100.0;50.0;50.0;58.33
Geflüchtete in ländlichen Regionen Deutschlands;10.1007/978-3-658-36689-6;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;50;;33.33;50.0;25.0;30.0;33.33;100.0;25.0;0.0;50.0;50.0;0.0;0.0;25.0;0.0;50.0;50.0;35.42
Integration von Geflüchteten: Herausforderungen und Potenziale für ländliche Räume;10.1007/978-3-658-36689-6_1;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;100.0;30.0;66.67;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;0.0;50.0;50.0;58.33
Alltagsmobilität und Erreichbarkeit: Schlüsselfaktoren für Teilhabechancen und Bleibeorientierungen der Geflüchteten in ländlichen Regionen;10.1007/978-3-658-36689-6_7;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;50.0;30.0;66.67;100.0;100.0;0.0;50.0;50.0;0.0;100.0;25.0;0.0;50.0;50.0;50.0
Integrationsrelevante Rahmenbedingungen in den Untersuchungslandkreisen und -gemeinden;10.1007/978-3-658-36689-6_2;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;50.0;30.0;66.67;100.0;100.0;0.0;50.0;50.0;0.0;100.0;25.0;0.0;50.0;50.0;50.0
Geflüchtete in ländlichen Regionen: Zentrale Befunde, konzeptionelle Überlegungen und methodische Reflexionen;10.1007/978-3-658-36689-6_9;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;50.0;30.0;66.67;100.0;100.0;0.0;50.0;50.0;0.0;100.0;25.0;0.0;50.0;50.0;50.0
Photosensitisation and green egg yolks in laying hens caused by the feeding of ensiled alfalfa leaves;10.1080/00071668.2022.2137387;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;0.0;21.43;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.25
Effect of N and CO2 supply on source size per grain at anthesis and its relationship with grain growth in wheat;10.1111/jac.12624;100;100;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;18;;0.0;21.43;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.25
How to keep it adequate: A protocol for ensuring validity in agent-based simulation;10.1016/j.envsoft.2022.105559;100;100;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;18;;33.33;35.71;75.0;20.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;35.42
Waterlogging effects on N2O and N2 emissions from a Stagnosol cultivated with Silphium perfoliatum and silage maize;10.1007/s00374-022-01673-6;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;100.0;50.0;66.67;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;100.0;50.0;50.0;66.67
Volumetric imaging by micro computed tomography: a suitable tool for wood identification of charcoal;10.1163/22941932-bja10106;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;71.43;25.0;30.0;33.33;100.0;100.0;0.0;50.0;0.0;0.0;100.0;25.0;0.0;50.0;50.0;41.67
The milk value chains in Ghana and Senegal: organisation, structure and challenges;10.3220/PB1672828132000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Modellierung von Mikroplastikeinträgen und Migrationspfaden im Einzugsgebiet der Weser : MOMENTUM  - Weser;10.3220/REP1680763791000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Chemical imaging to reveal the resin distribution in impregnation-treated wood at different spatial scales;10.1016/j.matdes.2022.111481;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;50.0;10.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;27.08
Where does the wood come from? A physical accounting model to trace the origin of wood-based products;10.1016/j.jclepro.2022.135604;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;50.0;10.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;27.08
Was sagen Stakeholder zu einem nationalen Tierwohl-Monitoring? Ergebnisse leitfadengestützter Interviews;10.12767/buel.v101i2.480;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;50.0;71.43;50.0;50.0;50.0;100.0;50.0;0.0;100.0;50.0;0.0;100.0;25.0;100.0;50.0;50.0;56.25
Carbon farming: Are soil carbon certificates a suitable tool for climate change mitigation?;10.1016/j.jenvman.2022.117142;100;100;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;18;;33.33;35.71;75.0;20.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;35.42
Recognition of notable past soil scientists;10.1016/B978-0-12-822974-3.00288-3;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;0.0;28.57;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.33
Why has farming in Europe changed? A farmers' perspective on the development since the 1960s;10.1007/s10113-023-02150-y;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;50.0;50.0;66.67;100.0;100.0;0.0;50.0;50.0;0.0;100.0;25.0;100.0;50.0;50.0;58.33
Challenge of implementing Horticulture 4.0 innovations in the value chain;10.17660/ActaHortic.2023.1380.17;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;50.0;0.0;10.0;33.33;100.0;25.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;22.92
The effects of dietary changes in Europe on greenhouse gas emissions and agricultural incomes in Ireland and Denmark;10.1088/1748-9326/ad0681;0;;33.33;57.14;75.0;30.0;33.33;100.0;50.0;0.0;50.0;50.0;100.0;100.0;25.0;0.0;50.0;50.0;45.83
Assessing the environmental biosafety of phage-based biocontrol applications;10.1016/j.biocontrol.2023.105375;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;50.0;10.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;27.08
Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak (WGNSSK);10.17895/ices.pub.22643143;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;85.71;25.0;50.0;33.33;100.0;100.0;0.0;100.0;50.0;0.0;0.0;25.0;100.0;50.0;50.0;54.17
Benchmark workshop on Northern Shelf cod stocks (WKBCOD);10.17895/ices.pub.22591423;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;85.71;25.0;50.0;33.33;100.0;100.0;0.0;100.0;50.0;0.0;0.0;25.0;100.0;50.0;50.0;54.17
Paddy rice yield and greenhouse gas emissions: Any trade-off due to co-application of biochar and nitrogen fertilizer? A systematic review;10.1016/j.heliyon.2023.e22132;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;50.0;10.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;27.08
Guideline on sampling and analysis of forest soils for GHG reporting;10.3220/WP1701251636000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
