Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
Three-year zooplankton monitoring in ditches of the apple orchard region ‘Altes Land’;10.5073/20181213-163305;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
NFI 2012 water budgets and drought stress indicators database;10.3220/DATA/20181108-095429;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;100.0;50.0;33.33;100.0;50.0;0.0;50.0;100.0;100.0;100.0;25.0;100.0;50.0;50.0;58.33
Neonicotinoid concentrations in guttation drops of seed treated maize (Zea mays) – field test 2010-2011;10.5073/20180907-142020;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;71.43;75.0;50.0;33.33;100.0;50.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;58.33
Trap captures data from the 7-year Drosophila suzukii monitoring program in southwest Germany;10.5073/20180809-110252;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
BWI 2012 Umweltdatenbank  Klima;10.3220/DATA/20180823-102429;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;50.0;57.14;100.0;40.0;50.0;100.0;50.0;0.0;50.0;100.0;100.0;100.0;25.0;50.0;50.0;50.0;56.25
Microsatellite marker data of Apium graveolens L. ssp. graveolens;10.5073/20180820-154547;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Microsatellite marker data of Patellifolia patellaris, P. procumbens and P. webbiana;10.5073/20180816-152451;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Data on lead content in different subsamples of roe deer and wild boar;10.17590/20180628-093013-0;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Dataset from Merz B, Frommherz L, Rist MJ, Kulling SE, Bub A, Watzl B. "Dietary Pattern and Plasma BCAA-Variations in Healthy Men and Women – Results from the KarMeN Study";10.25826/20180329-093323;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Three-year pesticide monitoring in ditches of the apple orchard region 'Altes Land';10.5073/20180213-144359;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
GHG-DB-Thuenen – Multi-variable experimental data set of agronomic data and gaseous soil emissions of energy crop cultivation at eight sites in Germany;10.3220/DATA20180201-080050;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75.0;50.0;33.33;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;54.17
Defining objective clusters for rabies virus sequences using affinity propagation clustering;10.5281/zenodo.7115116;100;100;0;100;100;100;100;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;68;;100.0;100.0;75.0;60.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;100.0;79.17
